"total cpu usage",,,,,,"dsk/total",,"net/total",,"memory usage",,,,"paging",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","used","buff","cach","free","in","out"
44.6181,6.34975,38.6296,9.22894,0.0771562,1.09653,5.3762e+07,1.35523e+08,1.97674e+07,2.19809e+07,4.30182e+09,3.14789e+07,6.68083e+09,1.0017e+10,0,0,
42.0192,6.27072,41.1229,9.35406,0.082,1.15116,5.04609e+07,1.30143e+08,2.53996e+07,2.31188e+07,4.33545e+09,3.16563e+07,6.76953e+09,9.89445e+09,0,0,
40.8134,6.881,38.1233,12.8713,0.11325,1.19794,3.26582e+07,1.70948e+08,2.47312e+07,2.2497e+07,4.37492e+09,3.18052e+07,6.85138e+09,9.77297e+09,0,0,
40.2522,7.17069,36.4909,14.7586,0.089375,1.23809,3.90612e+07,1.51988e+08,2.65317e+07,2.52477e+07,4.37781e+09,3.19584e+07,6.94195e+09,9.67936e+09,0,0,
36.7153,6.83016,36.405,18.6787,0.105531,1.26528,3.4794e+07,1.45836e+08,2.759e+07,3.14533e+07,4.37102e+09,3.20969e+07,6.98918e+09,9.63879e+09,0,0,
34.2119,6.81419,39.3317,18.1962,0.0974063,1.34844,2.90675e+07,1.60899e+08,3.12612e+07,2.70034e+07,4.30761e+09,3.22346e+07,6.99962e+09,9.69161e+09,0,0,
37.9971,6.73059,38.6301,15.2765,0.085375,1.28056,2.53084e+07,1.7246e+08,2.92131e+07,2.54802e+07,4.27325e+09,3.23587e+07,7.05494e+09,9.67054e+09,0,0,
38.3853,6.04062,36.8858,17.3396,0.0932813,1.25553,3.24762e+07,1.8722e+08,2.6368e+07,3.00377e+07,4.25697e+09,3.24881e+07,7.10435e+09,9.63728e+09,0,0,
40.6717,7.28278,35.688,15.0122,0.0895937,1.25578,2.50849e+07,1.42585e+08,2.24753e+07,2.55152e+07,4.28983e+09,3.26143e+07,7.11642e+09,9.59222e+09,0,0,
46.3728,6.86825,31.8067,13.5046,0.0814375,1.36616,2.5248e+07,1.36691e+08,3.18532e+07,3.00325e+07,4.35855e+09,3.27297e+07,7.11898e+09,9.52083e+09,0,0,
44.1262,6.69075,36.1859,11.7728,0.0974687,1.12687,2.56942e+07,1.35274e+08,2.66822e+07,2.32116e+07,4.22064e+09,3.28596e+07,7.16884e+09,9.60874e+09,0,0,
40.2054,6.27019,36.7857,15.6063,0.073875,1.05866,3.01629e+07,1.36442e+08,2.52886e+07,2.17166e+07,4.25024e+09,3.29793e+07,7.19131e+09,9.55656e+09,0,0,
35.3675,4.66475,38.9038,20.0747,0.0662812,0.922937,2.71168e+07,1.5889e+08,1.80497e+07,1.65251e+07,4.275e+09,3.30678e+07,7.21735e+09,9.50567e+09,0,0,
